date,Category,FQDN
20230101,FakeHumanVerification,toprecodeclub.com
20230101,FakeMcAfeeAlert,aavpolse.xyz
20230101,FakeMcAfeeAlert,gazpachuisthree.xyz
20230101,FakeMcAfeeAlert,colmas.click
20230101,FakeMcAfeeAlert,www.joyceu.click
20230111,FakeMcAfeeAlert,timetocheck.xyz
20230111,"FakeMcAfeeAlert, FakeVideoStream",laceesfourfive.xyz
20230111,FakeMcAfeeAlert,forned.live
20230111,FakeMcAfeeAlert,fjekv2.click
20230111,FakeMcAfeeAlert,belgin4te.click
20230111,FakeMcAfeeAlert,otasbe.click
20230112,FakeMcAfeeAlert,getprotecteds.com
20230112,FakeMcAfeeAlert,subsapps1.click
20230112,FakeMcAfeeAlert,www.bateu.click
20230112,FakeMcAfeeAlert,tictom.club
20230118,FakeMcAfeeAlert,takahara.space
20230118,FakeMcAfeeAlert,cleanremuval.xyz
20230118,FakeMcAfeeAlert,saycjs.sbs
20230118,FakeMcAfeeAlert,protectutilitygrid.vip
20230118,FakeMcAfeeAlert,q3rrassa.click
20230118,FakeMcAfeeAlert,nowgreens1.click
20230118,FakeMcAfeeAlert,sakurii.online
20230118,FakeMcAfeeAlert,fickse.click
20230131,"FakeMcAfeeAlert, FakeVideoStream",bikemolktwo.xyz
20230131,FakeAmazonStockInvestment,hmcvut.com
20230131,FakeMcAfeeAlert,okern.click
20230131,FakeAmazonNewsArticle,wvrlih.com
20230131,FakeMcAfeeAlert,nytver.click
