date,Category,FQDN
20221004,FakeMcAfeeAlert,eu1.ibaleu.click
20221004,FakeHumanVerification,mettips.com
20221004,FakeMcAfeeAlert,tuster.click
20221004,FakeMcAfeeAlert,mobily.fun
20221004,FakeMcAfeeAlert,us1.ibalus.click
20221004,FakeMcAfeeAlert,safehub.vip
20221004,FakeMcAfeeAlert,coreba.live
20221005,FakeMcAfeeAlert,naer.webprotectionscan.online
20221005,FakeHumanVerification,oneqanatclub.com
20221005,FakeMcAfeeAlert,safesystems.vip
20221005,FakeMcAfeeAlert,tictom.club
20221005,FakeNotificationConfirmation,winsafe.xyz
20221005,FakeHumanVerification,conatysystems.com
20221005,FakeMcAfeeAlert,q3rrassa.click
20221005,FakeMcAfeeAlert,tobis.live
20221005,unknown,just.hot-news.click
20221005,FakeMcAfeeAlert,inma.live
20221005,FakeMcAfeeAlert,peset.live
20221005,FakeMcAfeeAlert,whe4ablist.click
20221005,FakeMcAfeeAlert,downpromoa1.click
20221006,FakeNotificationConfirmation,safepcone.xyz
20221006,FakeMcAfeeAlert,pagus.live
20221006,FakeMcAfeeAlert,lagen.live
20221006,FakeMcAfeeAlert,dofin.live
20221006,FakeMcAfeeAlert,qpdr.scan-pc.online
20221012,FakeMcAfeeAlert,tronsh.club
20221012,FakeAmazonNewsArticle,wvrlih.com
20221012,FakeMcAfeeAlert,fiunt.click
20221012,FakeMcAfeeAlert,safeglobal.vip
20221012,FakeMcAfeeAlert,iron.webprotectionscan.live
20221012,FakeYoutube,appzery.com
20221012,FakeMcAfeeAlert,giler.live
20221012,FakeMcAfeeAlert,a.rossus.click
20221012,FakeMcAfeeAlert,lanber.live
20221013,FakeMcAfeeAlert,d1vyoj5rje7nqn.cloudfront.net
20221013,DownloadCCleanerApp,winalert.org
20221013,FakeMcAfeeAlert,exclusivepromob2.click
20221013,FakeVideoStream,secure-access-93672gmb4irdu0c4a.gate50.xyz
20221013,FakeMcAfeeAlert,tomic.live
20221013,FakeHumanVerification,newadsshop.com
20221013,FakeMcAfeeAlert,banit.live
20221013,FakeMcAfeeAlert,traf.lol
20221013,FakeMcAfeeAlert,qorb.protectionyoupc.online
20221013,FakeMcAfeeAlert,exclusivepromoa1.click
20221020,FakeMcAfeeAlert,a.stampeu.click
20221020,FakeMcAfeeAlert,protect-me.vip
20221020,FakeMcAfeeAlert,jp.securitycheckguide.com
20221020,FakeMcAfeeAlert,delimitationtwo.xyz
20221020,FakeMcAfeeAlert,protectzone.vip
20221020,FakeMcAfeeAlert,us1.flowus.click
20221025,FakeHumanVerification,qanatn.com
20221025,FakeMcAfeeAlert,safemart.info
20221025,FakeMcAfeeAlert,thisweekendpromoa1.click
20221025,DownloadFakeADBlock,nousacticuctily.com
20221025,FakeMcAfeeAlert,woster.click
20221025,FakeMcAfeeAlert,safehomestar.info
20221025,FakeMcAfeeAlert,1.rentus.click
20221025,FakeMcAfeeAlert,carob.live
20221025,FakeMcAfeeAlert,other.landerhq.com
20221025,FakeMcAfeeAlert,ryww.youreternalprotection.online
20221025,FakeMcAfeeAlert,logim.live
20221026,FakeMcAfeeAlert,dailyaward.net
20221026,FakeMcAfeeAlert,todayspromob2.click
20221026,FakeMcAfeeAlert,penir.live
20221026,FakeMcAfeeAlert,fakon.live
20221026,FakeHumanVerification,getconatyclub.com
20221026,FakeMcAfeeAlert,ieww.instantwebdefence.online
20221026,FakeMcAfeeAlert,1.peakeu.click
20221026,FakeHumanVerification,regadsworld.com
20221026,FakeHumanVerification,newadsfit.com
20221026,FakeMcAfeeAlert,datalert.xyz
20221026,FakeMcAfeeAlert,finchi.click
20221026,FakeMcAfeeAlert,safesitenow.info
20221026,FakeMcAfeeAlert,cococos.click
20221026,FakeMcAfeeAlert,defendpc.live
20221026,FakeHumanVerification,newadslab.com
20221027,FakeMcAfeeAlert,1.shadowus.click
20221027,FakeMcAfeeAlert,gipen.live
20221027,FakeHumanVerification,www1.notifsendback.com
