date,Category,FQDN
20220813,FakeMcAfeeAlert,inoti.cc
20220813,FakeMcAfeeAlert,mc1.vaulteu.click
20220813,FakeHumanVerification,adforprocessor.com
20220813,FakeNotificationConfirmation,german0.xyz
20220815,FakeMcAfeeAlert,protectyourself.cyou
20220815,FakeMcAfeeAlert,extroq.click
20220815,FakeHumanVerification,lpnothome.com
20220815,FakeHumanVerification,notiffit.com
20220816,FakeMcAfeeAlert,narelo.life
20220816,FakeMcAfeeAlert,nireto.live
20220816,FakeMcAfeeAlert,safestarong.click
20220816,FakeMcAfeeAlert,deviceprotectionion.com
20220816,FakeMcAfeeAlert,ruleso.life
20220817,FakeHumanVerification,yourflash24.com
20220817,FakeMcAfeeAlert,tuxedon.xyz
20220817,FakeMcAfeeAlert,jerenga.click
20220817,FakeAgeVerification,gorghtnow.com
20220817,FakeMcAfeeAlert,avpromotionb2.click
20220817,FakeMcAfeeAlert,retrospacehelpforever.xyz
20220817,FakeHumanVerification,beastbuying.com
20220817,FakeNotificationConfirmation,smartopc.xyz
20220817,FakeMcAfeeAlert,sepimy.life
20220817,BitcoinBankScam,the-success-club.net
20220817,"FakeNotificationConfirmation, FakeHumanVerification",walkets.click
20220817,FakeMcAfeeAlert,suguwe.live
20220817,DownloadFakeAV,watchvideo.online
20220817,FakeMcAfeeAlert,mc1.streetus.click
20220817,FakeMcAfeeAlert,hexaput0n.click
20220817,"FakeHumanVerification, FakeNotificationConfirmation",amarogitoribii.com
20220817,FakeNortonAlert,jp.protection-8.com
20220817,FakeMcAfeeAlert,www.yoursafeguardreport.com
20220817,FakeHumanVerification,funlife.info
20220817,FakeNotificationConfirmation,winsafe.xyz
20220817,FakeMcAfeeAlert,jp.securitycheckpanel.com
20220817,FakeMcAfeeAlert,protectdevice.org
20220817,DownloadFakeAV,winalert.net
20220817,FakeMcAfeeAlert,nekufi.live
20220817,FakeNotificationConfirmation,wholeniceblog.com
20220817,FakeMcAfeeAlert,safestarong.lol
20220817,FakeHumanVerification,lpnotonline.com
20220817,FakeHumanVerification,advtstudio.com
20220817,FakeMcAfeeAlert,bepodi.live
20220817,"FakeHumanVerification, FakeNotificationConfirmation",anothes.click
20220817,FakeMcAfeeAlert,d25i2tgvyvxtnu.cloudfront.net
20220818,FakeHumanVerification,adsforcomputertech.com
20220818,FakeMcAfeeAlert,halevene.com
20220818,FakeHumanVerification,advtbox.com
20220818,FakeMcAfeeAlert,kerbians.click
20220818,FakeHumanVerification,cardiidae.com
20220818,FakeMcAfeeAlert,grecafa.life
20220818,FakeHumanVerification,gomusic.info
20220818,FakeHumanVerification,adstopc.com
20220819,FakeChanceToWinPrize,unitedearth.website
20220819,FakeMcAfeeAlert,totaldefence.space
20220819,FakeMcAfeeAlert,safetscanur.com
20220819,FakeMcAfeeAlert,win-scan.com
20220819,FakeMcAfeeAlert,yawelik.live
20220822,FakeMcAfeeAlert,avpromob2.click
20220822,FakeDatingSite,www.benaughty.com
20220822,FakeMcAfeeAlert,protectguard.cfd
20220822,FakeDatingSite,ymdxv.satlsfylngdate.net
20220822,FakeMcAfeeAlert,scan-pro-guard.com
20220822,FakeMcAfeeAlert,cleanyourdata.xyz
20220824,FakeMcAfeeAlert,system-notify.dev
20220824,FakeDatingSite,4girlsxxx.fun
20220824,FakeMcAfeeAlert,jp.pcprotection.online
20220824,FakeHumanVerification,fyngood.com
20220824,FakeMcAfeeAlert,datim.live
20220824,FakeHumanVerification,licktaughigme.com
20220824,FakeMcAfeeAlert,lekagew.live
20220824,FakeMcAfeeAlert,uteksa.life
20220824,FakeMcAfeeAlert,mc1.roadeu.click
20220824,FakeMcAfeeAlert,okredi.live
20220824,"FakeMcAfeeAlert, FakeNortonAlert",velsvides.com
20220824,FakeMcAfeeAlert,mc1.roadus.click
20220824,FakeMcAfeeAlert,retoda.life
20220824,FakeMcAfeeAlert,blepunle.com
20220824,FakeMcAfeeAlert,fesap.live
20220824,FakeMcAfeeAlert,naril.live
20220824,FakeMcAfeeAlert,skizze.click
20220825,FakeMcAfeeAlert,jewispa.live
20220825,FakeHumanVerification,webhitnow.com
20220825,FakeChanceToWinPrize,snap-tidings.xyz
20220825,FakeVideoStream,appzery.com
20220825,FakeMcAfeeAlert,keepone.xyz
20220825,FakeMcAfeeAlert,orich.live
20220825,FakeMcAfeeAlert,summerspeciala1.click
20220825,FakeMcAfeeAlert,vadas.live
20220825,FakeChanceToWinPrize,sg.gotbstgifts.click
20220825,FakeChanceToWinPrize,theaffclub.site
20220825,FakeMcAfeeAlert,devicescan.xyz
20220825,FakeMcAfeeAlert,squor.click
20220825,FakeMcAfeeAlert,naper.live
20220825,FakeChanceToWinPrize,gradebargain.com
20220825,FakeMcAfeeAlert,www.protectmydatabase.com
20220825,CryptcurrencyScam,gb.bitcoincodeapps.com
20220825,"CryptcurrencyScam, BitcoinBankScam",instantlyfinancednow.com
20220825,FakeNewsArticle,investing-reads.com
20220825,DownloadFakeADBlock,fatededers.com
20220825,"FakeHumanVerification, FakeNotificationConfirmation",guroshied.com
20220825,FakeChanceToWinPrize,clck-trk.com
20220825,FakeNewsArticle,dailynews-financial.com
20220827,FakeMcAfeeAlert,kevis.live
20220827,FakeMcAfeeAlert,foreby.live
20220827,FakeHumanVerification,adslivetraining.com
20220827,FakeMcAfeeAlert,mund35ane-cha11nnel.xyz
20220827,FakeHumanVerification,mettips.com
20220827,FakeMcAfeeAlert,volodey.beauty
20220829,FakeHumanVerification,besteasyclick.com
20220829,FakeMcAfeeAlert,mc1.trialus.click
20220830,FakeMcAfeeAlert,evada.live
20220830,unknown,sdghgc.blob.core.windows.net
20220830,FakeMcAfeeAlert,promoseasonb2.click
20220830,FakeMcAfeeAlert,mc1.demoneu.click
20220830,FakeMcAfeeAlert,napir.live
20220830,FakeMcAfeeAlert,ilovetraffic.pics
20220830,FakeMcAfeeAlert,malton.live
20220831,FakeMcAfeeAlert,reyasko.live
20220831,FakeMcAfeeAlert,promocollectiona2.click
20220831,FakeMcAfeeAlert,kisabe.live
20220831,FakeChanceToWinPrize,sweepstakessurveytoday.com
20220831,FakeVideoStream,just.hot-news.click
20220831,FakeMcAfeeAlert,jetos.live
20220831,FakeMcAfeeAlert,ilovetraffic.lol
20220831,FakeHumanVerification,webslick24.com
20220831,FakePornoVideo,news-rusixi.cc
20220831,FakeMcAfeeAlert,homel.live
20220831,FakeHumanVerification,advertizmenttoyou.com
20220831,FakeMcAfeeAlert,gande.live
20220831,FakeChanceToWinPrize,patato.site
20220831,FakePornoVideo,fastcheck.top
20220831,FakeMcAfeeAlert,www.yourultimatesecurity.com
